1.12171 1.00421 +- 3.99993e-06 0.00323173 +- 1.90674e-06 1.00744 +- 5.40095e-06 1.00744 +- 5.40095e-06 0.00107724 +- 6.35581e-07 1.00745 +- 6.85839e-06 1.00745 +- 6.85839e-06 -nan +- -nan
1.12224 1.00458 +- 4.72007e-06 0.00349202 +- 2.14623e-06 1.00807 +- 6.33612e-06 1.00807 +- 6.33612e-06 0.00116401 +- 7.1541e-07 1.00807 +- 8.12226e-06 1.00807 +- 8.12226e-06 -nan +- -nan
1.12278 1.00499 +- 5.20839e-06 0.00378113 +- 2.29652e-06 1.00877 +- 6.92779e-06 1.00877 +- 6.92779e-06 0.00126038 +- 7.65506e-07 1.00876 +- 8.6844e-06 1.00876 +- 8.6844e-06 -nan +- -nan
1.12332 1.00545 +- 5.73173e-06 0.00410621 +- 2.75368e-06 1.00955 +- 7.92782e-06 1.00955 +- 7.92782e-06 0.00136874 +- 9.17892e-07 1.00955 +- 1.00151e-05 1.00955 +- 1.00151e-05 -nan +- -nan
1.12385 1.00598 +- 6.07064e-06 0.0044788 +- 2.90937e-06 1.01045 +- 8.28489e-06 1.01045 +- 8.28489e-06 0.00149293 +- 9.69789e-07 1.01045 +- 1.01092e-05 1.01045 +- 1.01092e-05 -nan +- -nan
1.12439 1.00658 +- 6.76111e-06 0.00489906 +- 3.34135e-06 1.01148 +- 9.36705e-06 1.01148 +- 9.36705e-06 0.00163302 +- 1.11378e-06 1.01148 +- 1.20483e-05 1.01148 +- 1.20483e-05 -nan +- -nan
1.12493 1.00728 +- 7.75825e-06 0.00538414 +- 3.71596e-06 1.01267 +- 1.07651e-05 1.01267 +- 1.07651e-05 0.00179471 +- 1.23865e-06 1.01267 +- 1.33574e-05 1.01267 +- 1.33574e-05 -nan +- -nan
1.12547 1.00812 +- 9.29433e-06 0.00594703 +- 4.08714e-06 1.01407 +- 1.26337e-05 1.01407 +- 1.26337e-05 0.00198234 +- 1.36238e-06 1.01408 +- 1.5409e-05 1.01408 +- 1.5409e-05 -nan +- -nan
1.126 1.00904 +- 9.82235e-06 0.0065712 +- 4.75786e-06 1.01561 +- 1.36349e-05 1.01561 +- 1.36349e-05 0.0021904 +- 1.58595e-06 1.01562 +- 1.68326e-05 1.01562 +- 1.68326e-05 -nan +- -nan
1.12654 1.01015 +- 1.06764e-05 0.0073194 +- 5.24358e-06 1.01747 +- 1.48779e-05 1.01747 +- 1.48779e-05 0.0024398 +- 1.74786e-06 1.01747 +- 1.85626e-05 1.01747 +- 1.85626e-05 -nan +- -nan
1.12708 1.01148 +- 1.40333e-05 0.00817167 +- 6.23073e-06 1.01965 +- 1.92159e-05 1.01965 +- 1.92159e-05 0.00272389 +- 2.07691e-06 1.01965 +- 2.32435e-05 1.01965 +- 2.32435e-05 -nan +- -nan
1.12761 1.01303 +- 1.42234e-05 0.00917524 +- 6.63474e-06 1.02221 +- 1.94926e-05 1.02221 +- 1.94926e-05 0.00305841 +- 2.21158e-06 1.02222 +- 2.4013e-05 1.02222 +- 2.4013e-05 -nan +- -nan
1.12815 1.0149 +- 1.88201e-05 0.0103689 +- 8.70048e-06 1.02526 +- 2.6076e-05 1.02526 +- 2.6076e-05 0.00345628 +- 2.90016e-06 1.02527 +- 3.19899e-05 1.02527 +- 3.19899e-05 -nan +- -nan
1.12869 1.01716 +- 2.10701e-05 0.0117456 +- 9.48782e-06 1.0289 +- 2.88538e-05 1.0289 +- 2.88538e-05 0.00391521 +- 3.16261e-06 1.02891 +- 3.44829e-05 1.02891 +- 3.44829e-05 -nan +- -nan
1.12922 1.01985 +- 2.49646e-05 0.0134041 +- 1.06046e-05 1.03325 +- 3.31354e-05 1.03325 +- 3.31354e-05 0.00446803 +- 3.53488e-06 1.03325 +- 3.92684e-05 1.03325 +- 3.92684e-05 -nan +- -nan
