0.978343 1.00104 +- 7.83144e-07 0.0014309 +- 5.3142e-07 1.00247 +- 1.16927e-06 1.00247 +- 1.16927e-06 0.000476968 +- 1.7714e-07 1.00247 +- 1.69514e-06 1.00247 +- 1.69514e-06 -nan +- -nan
0.984853 1.00116 +- 9.10094e-07 0.00156892 +- 6.25606e-07 1.00273 +- 1.36277e-06 1.00273 +- 1.36277e-06 0.000522975 +- 2.08535e-07 1.00273 +- 1.92811e-06 1.00273 +- 1.92811e-06 -nan +- -nan
0.991363 1.0013 +- 1.07037e-06 0.0017251 +- 6.4363e-07 1.00303 +- 1.56155e-06 1.00303 +- 1.56155e-06 0.000575032 +- 2.14543e-07 1.00303 +- 2.16738e-06 1.00303 +- 2.16738e-06 -nan +- -nan
0.997874 1.00147 +- 1.30646e-06 0.00190294 +- 8.14924e-07 1.00337 +- 1.95692e-06 1.00337 +- 1.95692e-06 0.000634314 +- 2.71641e-07 1.00337 +- 2.80186e-06 1.00337 +- 2.80186e-06 -nan +- -nan
1.00438 1.00166 +- 1.3655e-06 0.00210655 +- 9.4435e-07 1.00377 +- 2.12258e-06 1.00377 +- 2.12258e-06 0.000702184 +- 3.14783e-07 1.00377 +- 2.97488e-06 1.00377 +- 2.97488e-06 -nan +- -nan
1.01089 1.00188 +- 1.5328e-06 0.00233678 +- 9.26848e-07 1.00422 +- 2.22625e-06 1.00422 +- 2.22625e-06 0.000778928 +- 3.08949e-07 1.00422 +- 3.15745e-06 1.00422 +- 3.15745e-06 -nan +- -nan
1.01741 1.00215 +- 1.91037e-06 0.00260813 +- 1.25585e-06 1.00476 +- 2.9119e-06 1.00476 +- 2.9119e-06 0.000869376 +- 4.18618e-07 1.00476 +- 4.05867e-06 1.00476 +- 4.05867e-06 -nan +- -nan
1.02392 1.00247 +- 2.08041e-06 0.00292262 +- 1.39675e-06 1.00539 +- 3.20275e-06 1.00539 +- 3.20275e-06 0.000974205 +- 4.65582e-07 1.00539 +- 4.33174e-06 1.00539 +- 4.33174e-06 -nan +- -nan
1.03043 1.00285 +- 2.51569e-06 0.00328601 +- 1.60541e-06 1.00614 +- 3.80463e-06 1.00614 +- 3.80463e-06 0.00109534 +- 5.35136e-07 1.00614 +- 5.12929e-06 1.00614 +- 5.12929e-06 -nan +- -nan
1.03694 1.00331 +- 2.95542e-06 0.00372212 +- 1.8879e-06 1.00703 +- 4.47636e-06 1.00703 +- 4.47636e-06 0.00124071 +- 6.29302e-07 1.00703 +- 6.19393e-06 1.00703 +- 6.19393e-06 -nan +- -nan
1.04345 1.00388 +- 3.52965e-06 0.00423922 +- 2.22846e-06 1.00812 +- 5.36864e-06 1.00812 +- 5.36864e-06 0.00141307 +- 7.42819e-07 1.00812 +- 7.45566e-06 1.00812 +- 7.45566e-06 -nan +- -nan
1.04996 1.00457 +- 4.47521e-06 0.004858 +- 2.71335e-06 1.00943 +- 6.78177e-06 1.00943 +- 6.78177e-06 0.00161933 +- 9.04449e-07 1.00943 +- 9.05693e-06 1.00943 +- 9.05693e-06 -nan +- -nan
1.05647 1.00545 +- 5.48555e-06 0.00561965 +- 3.42475e-06 1.01107 +- 8.24627e-06 1.01107 +- 8.24627e-06 0.00187322 +- 1.14158e-06 1.01107 +- 1.10735e-05 1.01107 +- 1.10735e-05 -nan +- -nan
1.06298 1.00655 +- 7.13853e-06 0.00654554 +- 3.72858e-06 1.0131 +- 1.02815e-05 1.0131 +- 1.02815e-05 0.00218185 +- 1.24286e-06 1.0131 +- 1.37671e-05 1.0131 +- 1.37671e-05 -nan +- -nan
1.06949 1.00797 +- 8.11684e-06 0.00769624 +- 4.72581e-06 1.01566 +- 1.21159e-05 1.01566 +- 1.21159e-05 0.00256541 +- 1.57527e-06 1.01566 +- 1.57707e-05 1.01566 +- 1.57707e-05 -nan +- -nan
1.076 1.00984 +- 1.00624e-05 0.00915357 +- 6.03767e-06 1.019 +- 1.50776e-05 1.019 +- 1.50776e-05 0.00305119 +- 2.01256e-06 1.019 +- 1.98204e-05 1.019 +- 1.98204e-05 -nan +- -nan
1.08251 1.0123 +- 1.28459e-05 0.0109994 +- 6.84078e-06 1.0233 +- 1.84876e-05 1.0233 +- 1.84876e-05 0.00366647 +- 2.28026e-06 1.02332 +- 2.42672e-05 1.02332 +- 2.42672e-05 -nan +- -nan
1.08902 1.01554 +- 1.79369e-05 0.0133584 +- 9.11896e-06 1.0289 +- 2.57119e-05 1.0289 +- 2.57119e-05 0.00445279 +- 3.03965e-06 1.0289 +- 3.27511e-05 1.0289 +- 3.27511e-05 -nan +- -nan
1.09553 1.01992 +- 2.28253e-05 0.0163953 +- 1.17002e-05 1.03632 +- 3.27809e-05 1.03632 +- 3.27809e-05 0.0054651 +- 3.90007e-06 1.03632 +- 3.97139e-05 1.03632 +- 3.97139e-05 -nan +- -nan
1.10204 1.02583 +- 2.86041e-05 0.0203668 +- 1.43294e-05 1.0462 +- 4.03133e-05 1.0462 +- 4.03133e-05 0.00678892 +- 4.77646e-06 1.04623 +- 5.09787e-05 1.04623 +- 5.09787e-05 -nan +- -nan
1.10855 1.03367 +- 3.97339e-05 0.0255713 +- 1.97633e-05 1.05924 +- 5.69974e-05 1.05924 +- 5.69974e-05 0.00852378 +- 6.58777e-06 1.05922 +- 6.90604e-05 1.05922 +- 6.90604e-05 -nan +- -nan
1.11506 1.04429 +- 4.44626e-05 0.0324617 +- 2.31029e-05 1.07676 +- 6.38212e-05 1.07676 +- 6.38212e-05 0.0108206 +- 7.70095e-06 1.07678 +- 7.7983e-05 1.07678 +- 7.7983e-05 -nan +- -nan
1.12157 1.05808 +- 5.76572e-05 0.0414566 +- 3.15007e-05 1.09953 +- 8.47152e-05 1.09953 +- 8.47152e-05 0.0138189 +- 1.05002e-05 1.09951 +- 0.000102723 1.09951 +- 0.000102723 -nan +- -nan
1.12808 1.07591 +- 6.53668e-05 0.0534137 +- 3.65281e-05 1.12933 +- 9.41733e-05 1.12933 +- 9.41733e-05 0.0178046 +- 1.2176e-05 1.12934 +- 0.000112545 1.12934 +- 0.000112545 -nan +- -nan
1.13459 1.09799 +- 8.22496e-05 0.0691152 +- 4.92474e-05 1.1671 +- 0.000121992 1.1671 +- 0.000121992 0.0230384 +- 1.64158e-05 1.16709 +- 0.000145906 1.16709 +- 0.000145906 -nan +- -nan
1.1411 1.12473 +- 9.79661e-05 0.0896687 +- 6.49978e-05 1.2144 +- 0.000151982 1.2144 +- 0.000151982 0.0298896 +- 2.16659e-05 1.21438 +- 0.000184707 1.21438 +- 0.000184707 -nan +- -nan
1.14761 1.15555 +- 0.000108037 0.116502 +- 8.11506e-05 1.27205 +- 0.000171736 1.27205 +- 0.000171736 0.038834 +- 2.70502e-05 1.27196 +- 0.000205587 1.27196 +- 0.000205587 -nan +- -nan
1.15412 1.18931 +- 0.000123355 0.15093 +- 0.000105516 1.34024 +- 0.000203572 1.34024 +- 0.000203572 0.0503101 +- 3.5172e-05 1.34024 +- 0.000246699 1.34024 +- 0.000246699 -nan +- -nan
1.16063 1.22384 +- 0.000132828 0.19456 +- 0.000127848 1.4184 +- 0.00021984 1.4184 +- 0.00021984 0.0648533 +- 4.26161e-05 1.41836 +- 0.0002681 1.41836 +- 0.0002681 -nan +- -nan
1.16714 1.25713 +- 0.000142632 0.248834 +- 0.00017735 1.50596 +- 0.000249842 1.50596 +- 0.000249842 0.0829447 +- 5.91165e-05 1.50599 +- 0.000310431 1.50599 +- 0.000310431 -nan +- -nan
1.17366 1.28558 +- 0.000155736 0.314025 +- 0.000221381 1.5996 +- 0.000274657 1.5996 +- 0.000274657 0.104675 +- 7.37937e-05 1.59964 +- 0.000350703 1.59964 +- 0.000350703 -nan +- -nan
1.18017 1.30645 +- 0.000170405 0.391388 +- 0.000245848 1.69784 +- 0.000257306 1.69784 +- 0.000257306 0.130463 +- 8.19493e-05 1.69786 +- 0.000346009 1.69786 +- 0.000346009 -nan +- -nan
1.18668 1.31687 +- 0.000202679 0.480423 +- 0.000303718 1.7973 +- 0.000292024 1.7973 +- 0.000292024 0.160141 +- 0.000101239 1.79723 +- 0.000388955 1.79723 +- 0.000388955 -nan +- -nan
1.19319 1.3173 +- 0.000259054 0.578833 +- 0.0003356 1.89613 +- 0.000274531 1.89613 +- 0.000274531 0.192944 +- 0.000111867 1.89617 +- 0.000401486 1.89617 +- 0.000401486 -nan +- -nan
1.1997 1.30443 +- 0.000275313 0.686915 +- 0.000361556 1.99134 +- 0.000290438 1.99134 +- 0.000290438 0.228972 +- 0.000120519 1.99117 +- 0.00044143 1.99117 +- 0.00044143 -nan +- -nan
1.20621 1.28026 +- 0.00032115 0.801905 +- 0.000406974 2.08216 +- 0.000283611 2.08216 +- 0.000283611 0.267302 +- 0.000135658 2.08218 +- 0.000483322 2.08218 +- 0.000483322 -nan +- -nan
1.21272 1.24631 +- 0.000392271 0.919641 +- 0.0004623 2.16595 +- 0.000299931 2.16595 +- 0.000299931 0.306547 +- 0.0001541 2.16557 +- 0.000495866 2.16557 +- 0.000495866 -nan +- -nan
1.21923 1.20229 +- 0.00040269 1.04068 +- 0.000441277 2.24297 +- 0.000287179 2.24297 +- 0.000287179 0.346893 +- 0.000147092 2.24299 +- 0.000501017 2.24299 +- 0.000501017 -nan +- -nan
1.22574 1.15354 +- 0.000452222 1.16031 +- 0.000444945 2.31384 +- 0.000274353 2.31384 +- 0.000274353 0.386769 +- 0.000148315 2.31407 +- 0.000514086 2.31407 +- 0.000514086 -nan +- -nan
1.23225 1.09986 +- 0.000471556 1.27707 +- 0.000464491 2.37693 +- 0.000238023 2.37693 +- 0.000238023 0.425689 +- 0.00015483 2.37665 +- 0.000485875 2.37665 +- 0.000485875 -nan +- -nan
1.23876 1.04141 +- 0.000457864 1.39211 +- 0.000449254 2.43352 +- 0.00028379 2.43352 +- 0.00028379 0.464037 +- 0.000149751 2.43358 +- 0.000578814 2.43358 +- 0.000578814 -nan +- -nan
1.24527 0.983833 +- 0.000482962 1.50003 +- 0.000448543 2.48386 +- 0.000256742 2.48386 +- 0.000256742 0.500009 +- 0.000149514 2.48276 +- 0.000614597 2.48276 +- 0.000614597 -nan +- -nan
1.25178 0.928436 +- 0.00046327 1.60072 +- 0.00042251 2.52915 +- 0.000246406 2.52915 +- 0.000246406 0.533572 +- 0.000140837 2.5299 +- 0.000608376 2.5299 +- 0.000608376 -nan +- -nan
1.25829 0.871363 +- 0.000494808 1.6974 +- 0.000431977 2.56876 +- 0.000269939 2.56876 +- 0.000269939 0.565799 +- 0.000143992 2.56827 +- 0.000643393 2.56827 +- 0.000643393 -nan +- -nan
1.2648 0.816063 +- 0.000442488 1.78803 +- 0.000391972 2.6041 +- 0.000244893 2.6041 +- 0.000244893 0.596011 +- 0.000130657 2.60321 +- 0.000611364 2.60321 +- 0.000611364 -nan +- -nan
1.27131 0.764487 +- 0.000425034 1.87104 +- 0.000377627 2.63553 +- 0.00024459 2.63553 +- 0.00024459 0.623682 +- 0.000125876 2.63544 +- 0.000658796 2.63544 +- 0.000658796 -nan +- -nan
1.27782 0.716901 +- 0.000399729 1.94631 +- 0.000361756 2.66321 +- 0.000230015 2.66321 +- 0.000230015 0.648771 +- 0.000120585 2.66329 +- 0.000651648 2.66329 +- 0.000651648 -nan +- -nan
1.28433 0.671522 +- 0.000395687 2.01732 +- 0.000357568 2.68885 +- 0.000231784 2.68885 +- 0.000231784 0.672441 +- 0.000119189 2.68862 +- 0.000723137 2.68862 +- 0.000723137 -nan +- -nan
1.29084 0.628701 +- 0.000348825 2.08217 +- 0.000306411 2.71087 +- 0.000208813 2.71087 +- 0.000208813 0.694055 +- 0.000102137 2.71233 +- 0.000697702 2.71233 +- 0.000697702 -nan +- -nan
1.29735 0.590327 +- 0.000344729 2.141 +- 0.000306959 2.73132 +- 0.000188132 2.73132 +- 0.000188132 0.713665 +- 0.00010232 2.73113 +- 0.000706065 2.73113 +- 0.000706065 -nan +- -nan
1.30386 0.553443 +- 0.000315558 2.19535 +- 0.000282695 2.74879 +- 0.000193358 2.74879 +- 0.000193358 0.731783 +- 9.42317e-05 2.74894 +- 0.000744696 2.74894 +- 0.000744696 -nan +- -nan
1.31037 0.519978 +- 0.000311678 2.24516 +- 0.000275614 2.76514 +- 0.000188105 2.76514 +- 0.000188105 0.748386 +- 9.18713e-05 2.76562 +- 0.0007061 2.76562 +- 0.0007061 -nan +- -nan
1.31688 0.488813 +- 0.000279835 2.2909 +- 0.000255332 2.77972 +- 0.000184765 2.77972 +- 0.000184765 0.763635 +- 8.51107e-05 2.78082 +- 0.000755497 2.78082 +- 0.000755497 -nan +- -nan
1.32339 0.460533 +- 0.000265384 2.33252 +- 0.000243368 2.79305 +- 0.000175637 2.79305 +- 0.000175637 0.777506 +- 8.11226e-05 2.79219 +- 0.000777842 2.79219 +- 0.000777842 -nan +- -nan
1.32991 0.433666 +- 0.000245332 2.37131 +- 0.000232646 2.80498 +- 0.000168734 2.80498 +- 0.000168734 0.790437 +- 7.75488e-05 2.80582 +- 0.000763556 2.80582 +- 0.000763556 -nan +- -nan
1.33642 0.409502 +- 0.000259249 2.40648 +- 0.000227251 2.81598 +- 0.000159119 2.81598 +- 0.000159119 0.802161 +- 7.57502e-05 2.81587 +- 0.000750571 2.81587 +- 0.000750571 -nan +- -nan
1.34293 0.387031 +- 0.000220281 2.43905 +- 0.000199809 2.82608 +- 0.00015299 2.82608 +- 0.00015299 0.813017 +- 6.6603e-05 2.82698 +- 0.000795892 2.82698 +- 0.000795892 -nan +- -nan
