0.854997 1.00211 +- 2.97941e-06 0.00178965 +- 9.6481e-07 2.34004 +- 7.61951e-06 1.0039 +- 3.68479e-06 0.000596551 +- 3.21603e-07 2.34039 +- 0.0003165 1.0039 +- 4.19307e-06 0.000596805 +- 3.96544e-07
0.857298 1.00228 +- 3.10576e-06 0.00189427 +- 1.02978e-06 2.34055 +- 7.91109e-06 1.00418 +- 3.8167e-06 0.000631423 +- 3.43259e-07 2.34065 +- 0.00031603 1.00418 +- 4.2962e-06 0.000631165 +- 4.19514e-07
0.8596 1.00248 +- 3.24043e-06 0.00201117 +- 1.10008e-06 2.34112 +- 8.23911e-06 1.00449 +- 3.97287e-06 0.000670391 +- 3.66694e-07 2.34101 +- 0.000307369 1.00449 +- 4.48668e-06 0.000670513 +- 4.62141e-07
0.861902 1.00271 +- 3.95492e-06 0.00214193 +- 1.28504e-06 2.3418 +- 1.01107e-05 1.00485 +- 4.88873e-06 0.000713977 +- 4.28346e-07 2.34197 +- 0.000319421 1.00485 +- 5.53712e-06 0.000713883 +- 5.42912e-07
0.864204 1.00297 +- 4.18061e-06 0.00228591 +- 1.302e-06 2.34256 +- 1.06181e-05 1.00526 +- 5.09746e-06 0.000761969 +- 4.34001e-07 2.34274 +- 0.00030132 1.00526 +- 5.76908e-06 0.000761662 +- 5.47246e-07
0.866505 1.00327 +- 4.77968e-06 0.00244546 +- 1.38581e-06 2.3434 +- 1.20985e-05 1.00571 +- 5.77659e-06 0.000815154 +- 4.61935e-07 2.3432 +- 0.000275996 1.00571 +- 6.45957e-06 0.000815216 +- 5.59013e-07
0.868807 1.0036 +- 5.7034e-06 0.00262388 +- 1.63302e-06 2.34436 +- 1.44168e-05 1.00623 +- 6.87229e-06 0.000874626 +- 5.4434e-07 2.34454 +- 0.000300849 1.00622 +- 7.68982e-06 0.000875018 +- 6.61867e-07
0.871109 1.00399 +- 6.05904e-06 0.00282119 +- 1.73069e-06 2.34546 +- 1.53044e-05 1.00681 +- 7.28998e-06 0.000940397 +- 5.76896e-07 2.34583 +- 0.000321656 1.00681 +- 7.96829e-06 0.000940444 +- 6.97973e-07
0.873411 1.00444 +- 7.20963e-06 0.00304288 +- 2.09224e-06 2.34675 +- 1.82482e-05 1.00749 +- 8.71261e-06 0.00101429 +- 6.97413e-07 2.3461 +- 0.00033849 1.00749 +- 9.6394e-06 0.00101432 +- 8.22873e-07
0.875713 1.00498 +- 8.25685e-06 0.00330117 +- 2.29645e-06 2.34825 +- 2.08857e-05 1.00828 +- 9.95293e-06 0.00110039 +- 7.65484e-07 2.34901 +- 0.000293787 1.00828 +- 1.09178e-05 0.00109999 +- 9.27635e-07
0.878014 1.00561 +- 9.66787e-06 0.00359294 +- 2.77964e-06 2.35002 +- 2.45524e-05 1.00921 +- 1.17535e-05 0.00119765 +- 9.26546e-07 2.3499 +- 0.000312153 1.00921 +- 1.28218e-05 0.00119832 +- 1.10294e-06
0.880316 1.00638 +- 1.19523e-05 0.00392707 +- 3.15578e-06 2.35214 +- 3.02899e-05 1.0103 +- 1.44368e-05 0.00130902 +- 1.05193e-06 2.35238 +- 0.000300308 1.0103 +- 1.55666e-05 0.00130916 +- 1.17181e-06
0.882618 1.0073 +- 1.39734e-05 0.00432391 +- 3.68865e-06 2.35468 +- 3.53284e-05 1.01162 +- 1.68027e-05 0.0014413 +- 1.22955e-06 2.3548 +- 0.000311105 1.01162 +- 1.81827e-05 0.00144071 +- 1.36702e-06
0.88492 1.00843 +- 1.75001e-05 0.00477921 +- 4.29104e-06 2.35778 +- 4.39774e-05 1.01321 +- 2.07616e-05 0.00159307 +- 1.43035e-06 2.35825 +- 0.000323735 1.01321 +- 2.20345e-05 0.00159352 +- 1.66631e-06
0.887221 1.00984 +- 2.21671e-05 0.00533538 +- 5.69305e-06 2.36162 +- 5.63854e-05 1.01517 +- 2.69427e-05 0.00177846 +- 1.89768e-06 2.3618 +- 0.000310228 1.01517 +- 2.85642e-05 0.00177901 +- 2.15567e-06
0.889523 1.0117 +- 2.75713e-05 0.00599781 +- 6.27636e-06 2.36663 +- 6.91686e-05 1.0177 +- 3.25478e-05 0.00199927 +- 2.09212e-06 2.36643 +- 0.000336433 1.01771 +- 3.42364e-05 0.00199995 +- 2.40332e-06
