0.909769 1.00745 +- 3.68787e-05 0.00156187 +- 3.50314e-06 2.35229 +- 8.86656e-05 1.00902 +- 3.95332e-05 0.000520624 +- 1.16771e-06 2.35249 +- 0.000337806 1.00902 +- 3.99085e-05 0.000520563 +- 1.19981e-06
0.909789 1.00787 +- 4.00683e-05 0.00164975 +- 4.0804e-06 2.35335 +- 9.65388e-05 1.00952 +- 4.31632e-05 0.000549917 +- 1.36013e-06 2.35299 +- 0.0003321 1.00952 +- 4.33917e-05 0.000550118 +- 1.40033e-06
0.909809 1.00849 +- 4.11321e-05 0.00174349 +- 4.33736e-06 2.35488 +- 9.93066e-05 1.01023 +- 4.45133e-05 0.000581162 +- 1.44579e-06 2.355 +- 0.000314731 1.01023 +- 4.47274e-05 0.000580901 +- 1.46428e-06
0.909828 1.00901 +- 4.86625e-05 0.00185394 +- 4.64008e-06 2.35621 +- 0.000117182 1.01086 +- 5.23441e-05 0.000617981 +- 1.54669e-06 2.35657 +- 0.000352491 1.01086 +- 5.2659e-05 0.000618605 +- 1.6107e-06
0.909848 1.00956 +- 5.13156e-05 0.00195596 +- 5.21971e-06 2.35759 +- 0.000123754 1.01151 +- 5.53905e-05 0.000651988 +- 1.7399e-06 2.35724 +- 0.000312098 1.01152 +- 5.56375e-05 0.000652264 +- 1.77695e-06
0.909867 1.0103 +- 6.08958e-05 0.00207758 +- 5.98196e-06 2.35944 +- 0.000146932 1.01238 +- 6.57909e-05 0.000692527 +- 1.99399e-06 2.35986 +- 0.000358176 1.01238 +- 6.60933e-05 0.000692445 +- 2.01018e-06
0.909887 1.01107 +- 6.20634e-05 0.00221438 +- 6.27048e-06 2.36137 +- 0.000149555 1.01328 +- 6.68762e-05 0.000738126 +- 2.09016e-06 2.36128 +- 0.000364907 1.01328 +- 6.70094e-05 0.000737871 +- 2.15504e-06
0.909906 1.01198 +- 7.74954e-05 0.00237323 +- 7.27296e-06 2.36366 +- 0.000186554 1.01435 +- 8.32953e-05 0.000791077 +- 2.42432e-06 2.36359 +- 0.000365621 1.01435 +- 8.3996e-05 0.000791401 +- 2.48462e-06
0.909926 1.01302 +- 7.58326e-05 0.00254649 +- 7.95481e-06 2.36627 +- 0.000182976 1.01557 +- 8.196e-05 0.000848831 +- 2.6516e-06 2.3664 +- 0.000394074 1.01557 +- 8.23334e-05 0.000849039 +- 2.707e-06
0.909946 1.01434 +- 9.64994e-05 0.00275973 +- 8.92867e-06 2.36955 +- 0.000232249 1.0171 +- 0.000103665 0.000919911 +- 2.97622e-06 2.37022 +- 0.000388892 1.0171 +- 0.000104088 0.000919783 +- 3.01672e-06
0.909965 1.01573 +- 0.000114608 0.00297241 +- 1.03887e-05 2.373 +- 0.00027597 1.0187 +- 0.00012324 0.000990805 +- 3.46289e-06 2.37356 +- 0.000404865 1.0187 +- 0.000123705 0.000991575 +- 3.5339e-06
0.909985 1.01727 +- 0.00013302 0.00322553 +- 1.26797e-05 2.37685 +- 0.000320913 1.02049 +- 0.000143652 0.00107518 +- 4.22657e-06 2.37654 +- 0.000456455 1.02049 +- 0.000144648 0.00107549 +- 4.26463e-06
0.910004 1.01923 +- 0.000155948 0.00353232 +- 1.40704e-05 2.38174 +- 0.000375126 1.02277 +- 0.000167318 0.00117744 +- 4.69014e-06 2.38133 +- 0.000508205 1.02276 +- 0.000168465 0.00117781 +- 4.75628e-06
0.910024 1.02156 +- 0.000175536 0.00387996 +- 1.57443e-05 2.38751 +- 0.000422452 1.02544 +- 0.000188529 0.00129332 +- 5.24809e-06 2.38747 +- 0.000531177 1.02543 +- 0.000189022 0.00129242 +- 5.25954e-06
0.910043 1.02453 +- 0.000227774 0.00429472 +- 1.89478e-05 2.39486 +- 0.000546948 1.02882 +- 0.00024339 0.00143157 +- 6.31592e-06 2.39457 +- 0.000636599 1.02882 +- 0.000243973 0.00143187 +- 6.35612e-06
0.910063 1.028 +- 0.000262183 0.00479774 +- 2.27429e-05 2.40348 +- 0.000630784 1.0328 +- 0.000281365 0.00159925 +- 7.58096e-06 2.40393 +- 0.000731567 1.03281 +- 0.000282539 0.00159927 +- 7.63672e-06
