0.987051 1.00113 +- 1.3576e-06 0.000556881 +- 2.25995e-07 1.50225 +- 2.12479e-06 1.00169 +- 1.45097e-06 0.000185627 +- 7.53317e-08 1.50225 +- 7.33866e-05 -nan +- -nan -nan +- -nan 1.00295 +- 3.32252e-06 1.00295 +- 3.065e-06
0.987382 1.00122 +- 1.59107e-06 0.000594893 +- 2.50906e-07 1.50242 +- 2.50812e-06 1.00181 +- 1.71727e-06 0.000198298 +- 8.36352e-08 1.50257 +- 7.3846e-05 -nan +- -nan -nan +- -nan 1.00317 +- 3.83435e-06 1.00317 +- 3.59877e-06
0.987712 1.00131 +- 1.70952e-06 0.000637923 +- 2.96005e-07 1.5026 +- 2.71047e-06 1.00195 +- 1.86164e-06 0.000212641 +- 9.86684e-08 1.50256 +- 7.20268e-05 -nan +- -nan -nan +- -nan 1.00341 +- 4.19751e-06 1.00341 +- 3.86905e-06
0.988042 1.00142 +- 1.83694e-06 0.000685913 +- 3.11472e-07 1.50282 +- 2.92365e-06 1.00211 +- 2.01088e-06 0.000228638 +- 1.03824e-07 1.50272 +- 7.23321e-05 -nan +- -nan -nan +- -nan 1.00369 +- 4.47485e-06 1.00369 +- 4.16998e-06
0.988372 1.00155 +- 1.98495e-06 0.000740946 +- 3.73793e-07 1.50307 +- 3.20138e-06 1.00229 +- 2.21565e-06 0.000246982 +- 1.24598e-07 1.50313 +- 7.40148e-05 -nan +- -nan -nan +- -nan 1.00402 +- 4.90403e-06 1.00402 +- 4.52849e-06
0.988702 1.00169 +- 2.04427e-06 0.000803244 +- 4.09359e-07 1.50334 +- 3.28076e-06 1.00249 +- 2.26758e-06 0.000267748 +- 1.36453e-07 1.50325 +- 7.24291e-05 -nan +- -nan -nan +- -nan 1.00438 +- 5.01703e-06 1.00438 +- 4.62681e-06
0.989032 1.00185 +- 2.43421e-06 0.000873692 +- 4.63539e-07 1.50365 +- 3.8864e-06 1.00272 +- 2.67924e-06 0.000291231 +- 1.54513e-07 1.50376 +- 7.12878e-05 -nan +- -nan -nan +- -nan 1.00479 +- 5.8297e-06 1.00479 +- 5.47738e-06
0.989362 1.00205 +- 2.91771e-06 0.000955295 +- 5.31219e-07 1.50402 +- 4.63371e-06 1.003 +- 3.18618e-06 0.000318432 +- 1.77073e-07 1.50393 +- 7.1855e-05 -nan +- -nan -nan +- -nan 1.00528 +- 6.97093e-06 1.00528 +- 6.54917e-06
0.989692 1.00227 +- 3.41348e-06 0.00105119 +- 6.06046e-07 1.50446 +- 5.45472e-06 1.00332 +- 3.75932e-06 0.000350398 +- 2.02015e-07 1.50452 +- 6.82175e-05 -nan +- -nan -nan +- -nan 1.00585 +- 8.13144e-06 1.00585 +- 7.64279e-06
0.990022 1.00253 +- 3.2337e-06 0.0011599 +- 7.70906e-07 1.50495 +- 5.22324e-06 1.00369 +- 3.62737e-06 0.000386632 +- 2.56969e-07 1.50496 +- 7.24991e-05 -nan +- -nan -nan +- -nan 1.0065 +- 7.87223e-06 1.0065 +- 7.30593e-06
0.990352 1.00284 +- 4.4028e-06 0.0012895 +- 8.5614e-07 1.50554 +- 7.07318e-06 1.00413 +- 4.8893e-06 0.000429832 +- 2.8538e-07 1.50559 +- 7.55595e-05 -nan +- -nan -nan +- -nan 1.00728 +- 1.04634e-05 1.00728 +- 9.8691e-06
0.990682 1.00322 +- 5.01688e-06 0.00144843 +- 1.01941e-06 1.50628 +- 8.13312e-06 1.00467 +- 5.64449e-06 0.000482812 +- 3.39802e-07 1.50623 +- 7.50007e-05 -nan +- -nan -nan +- -nan 1.00824 +- 1.19597e-05 1.00824 +- 1.12002e-05
0.991012 1.00368 +- 5.55252e-06 0.00163622 +- 1.19251e-06 1.50716 +- 9.12126e-06 1.00532 +- 6.36583e-06 0.000545406 +- 3.97502e-07 1.50722 +- 7.30015e-05 -nan +- -nan -nan +- -nan 1.00939 +- 1.31368e-05 1.00939 +- 1.24204e-05
0.991342 1.00426 +- 7.29775e-06 0.0018725 +- 1.52613e-06 1.50826 +- 1.19951e-05 1.00613 +- 8.37071e-06 0.000624167 +- 5.08709e-07 1.50829 +- 7.7228e-05 -nan +- -nan -nan +- -nan 1.01083 +- 1.70141e-05 1.01083 +- 1.62434e-05
0.991672 1.00497 +- 8.33406e-06 0.00216032 +- 2.07142e-06 1.50962 +- 1.39549e-05 1.00713 +- 9.82486e-06 0.000720105 +- 6.90474e-07 1.50964 +- 7.34535e-05 -nan +- -nan -nan +- -nan 1.01259 +- 1.95867e-05 1.01259 +- 1.86646e-05
